Comment,Toxic,Urdu,predicted_label
"kath patli intizamia ki janib se janoobi Kashmir mein internet ki khidmaat moattal kar di gayi hain, jabkay yahan sakht pabandion ke sath sath Bharti forces ki izafi nafri bhi tainaat ki gayi hai .",0.0, کٹھ پتلی انتظامیہ کی جانب سے جنوبی کشمیر میں انٹرنیٹ کی خدمات معطل کر دی گئی ہیں ، جب کہ یہاں سخت پابندیوں کے ساتھ ساتھ بھارتی فورسز کی اضافی نفری بھی تعینات کی گئی ہے . ,1
Baze,0.0, بازی ,0
Jaisay do shakhs tamanna ke surabon mein milein,0.0, جیسے دو شخص تمنا کے سرابوں میں ملیں ,1
"la : pyaar karo
pyaar karo rut pyaar ki aai re bhanwaron se kahati hain",0.0, لا : پیار کرو پیار کرو رت پیار کی آئی رے بھنوروں سے کہتی ہیں ,1
mere hathon main jo hota agar sooraj ka nizam FARAZTeri rahon main kabi dhoop na aane data,0.0, میرے ہاتھوں میں جو ہوتا اگر سورج کا نظام فراز تیری راہوں میں کبھی دھوپ نہ آنے دیتا ,1
Mr. Fawad Change your White Elephants as soon as possiable other wise....,0.0, مسٹر . فواد چینج یور وائٹ ایلی فینٹس ایز سون ایز پوسیبل ادر وائس . . . . ,1
Salam zindagi main to mazzaq tha mazzaq hi se larai hui thi,0.0, سلام زندگی میں تو مزاق تھا مزاق ہی سے لڑائی ہوئی تھی ,1
"--MALE 1--
Mr. lova lova, teri aankhon ka jaadu",0.0, --میل 1-- مسٹر . لوا لوا ، تیری آنکھوں کا جادو ,1
"kya kya rang nikale haseenon ki saadgi se
itni hai shikayat ke milte hain ajnabi se
jo aaisa beparwaah kya usse dil uljhaana
ek janib shamm-e-mehfil
ek janib rooh-e-jana
girta hain dekhe kaha parwana
ek janib shamm-e-mehfil
ek janib rooh-e-jana
girta hain dekhe kaha parwana
ek janib shamm-e-mehfil",0.0, کیا کیا رنگ نکالے حسینوں کی سادگی سے اتنی ہے شکایت کے ملتے ہیں اجنبی سے جو ایسا بیپارواح کیا اسے دل الجھانا ایک جانب شمع محفل ایک جانب روح جانا گرتا ہیں دیکھے کہا پروانہ ایک جانب شمع محفل ایک جانب روح جانا گرتا ہیں دیکھے کہا پروانہ ایک جانب شمع محفل ,1
Sab saala fake aur scripted hai. Sirf woh mammay waale clip aur last ka clip real tha,1.0, سب سالا فیک اور سکریپٹڈ ہے . صرف وہ ممے والے کلپ اور لاسٹ کا کلپ ریئل تھا ,1
"Mera jeevan tujhse shuru tujhpe hi khatam
Sab kuch tu hai meri khushi aur mere gham
Mera jeevan tujhse shuru tujhpe hi khatam
Sab kuch tu hai meri khushi aur mere gham
Bas naam tera hi dil pe maine likhwaaya hai
Maya hai sab maya hai
Teri aakhein jaanam maya hain
Teri baatein jaanam maya hain
Ishq mein humne jo khoya hai jo paaya hai
Teri kasam jaan mere liye sab maya hain
Tere ishq mein humne jo khoya jo paaya hai
Maya hai sab maya hai
Teri aakhein jaanam maya hain
Teri baatein jaanam maya hain",0.0, میرا جیون تجھ سے شروع تجھ پے ہی ختم سب کچھ تو ہے میری خوشی اور میرے غم میرا جیون تجھ سے شروع تجھ پے ہی ختم سب کچھ تو ہے میری خوشی اور میرے غم بس نام تیرا ہی دل پہ میں نے لگھوایا ہے میا ہے سب میا ہے تیری آنکھیں جانم میا ہیں تیری باتیں جانم میا ہیں عشق میں ہم نے جو کھویا ہے جو پایا ہے تیری قسم جان میرے لیے سب میا ہیں تیرے عشق میں ہم نے جو کھویا جو پایا ہے میا ہے سب میا ہے تیری آنکھیں جانم میا ہیں تیری باتیں جانم میا ہیں ,1
Har saal lakhon Umre aur Hajj ke liye lakhon Aazameen Saudi Arab aate hain aur ayse mein mukhtalif bimaariyaan phailne ka khatara rahta hai,0.0, ہر سال لاکھوں عمرے اور حج کے لیے لاکھوں عازمین سعودی عرب آتے ہیں اور ایسے میں مختلف بیماریان پھیلنے کا خطرہ رہتا ہے ,1
Irish Parliament mein Israeli ashya ki daraamadat par pabandi ka Bill manzoor,0.0, آئرش پارلیمنٹ میں اسرائیلی اشیاء کی درآمادات پر پابندی کا بِل منظور ,1
Es wazifa ki kya aam ijazat hy,0.0, اس وظیفہ کی کیا عام اجازت ہے ,0
Aswm.....,0.0, آسم . . . . . ,0
Sirf Korangi k Log Rabta Karen,0.0, صرف کورنگی کے لوگ رابطہ کریں ,1
HahahhahahHa,0.0, ہاہاہاہاہا ,1
Wazeh rahay ke sidhu ki Wazeer e Azam Imran Khan ki taqreeb halaf bardari mein shirkat ke baad Bharat mein shadeed rad-e-amal samnay aaya aur kayi Bharti shehron mein un ke khilaaf muzahiray kiye gaye thay .,0.0, واضح رہے کہ سدھو کی وزیر اعظم عمران خان کی تقریب حلف برداری میں شرکت کے بعد بھارت میں شدید ردِعمل سامنے آیا اور کئی بھارتی شہروں میں ان کے خلاف مظاہرے کیے گئے تھے . ,1
ary per ban laga dena chahiay takay in ki aqal thikanay aaye bc.,1.0, اے آر وائے پر بین لگا دینا چاہے تاکہ ان کی عقل ٹھکانے آئے بی سی . ,1
bhenchod kaun banega crorepati wala music kyun daala hai background main yeh batao,1.0, بہنچود کون بنے گا کروڑپتی والا میوزک کیوں ڈالا ہے بیک گراؤنڈ میں یہ بتاؤ ,1
Sabarimala ki riwayat Hindu khawateen ke huqooq ke khilaaf hai,0.0, سابریمالا کی روایت ہندو خواتین کے حقوق کے خلاف ہے ,1
Reh na pao ge bhula k dekh loYaqeen nahin aata to azma k dekh loHar jaga mehsoos ho gi kami hamariApni mehfil ko kitna b sja k dekh lo,0.0, رہ نا پاؤ گے بھلا کے دیکھ لویاقین نہیں آتا تو آزما کے دیکھ لوہار جگہ محسوس ہو گی کمی ہماریاپنی محفل کو کتنا بی سجا کے دیکھ لو ,1
Kapil Sibbal ny Assembly mein benchon ki taqseem aur aik Protem Speaker ke taqarrur ki maang ki,0.0, کپل سیبل نے اسمبلی میں بینچوں کی تقسیم اور ایک پروٹیم اسپیکر کے تقرر کی مانگ کی ,1
Yon ye tanzeem baad mein bani lakin iss ko shorat pahalay mili,0.0, یوں یہ تنظیم بعد میں بنی لیکن اس کو شہرت پہلے ملی ,0
Be noor ankhon mai koi khawab to doMeri beqarar raaton ka kuch hisab to doTum khafa ho mujse lekin phir bhiAgar Ho sake mere in sawalon ka jawab to doHum ne jis mai likhe thay kuch waadeAgar mumkin hai to meri wo kitab to do,0.0, بے نور آنکھوں میں کوئی خواب تو دومیری بے قرار راتوں کا کچھ حساب تو دوتوم خفا ہو مجھ سے لیکن پھر بحیاگر ہو سکے میرے ان سوالوں کا جواب تو دوحوم نے جس میں لکھے تھے کچھ وادیاگر ممکن ہے تو میری وہ کتاب تو دو ,1
khail ke dauran,0.0, کھیل کے دوران ,0
Kurri ya 50 years ki Aunty...???,0.0, کڑی یا 50 ایئرز کی آنٹی . . . ؟ ؟ ؟ ,1
nazar indaz kar ny ke saza dyna thee thuj ko tery dil main utar jana zaroori hogaya tha,0.0, نظر انداز کر نے کے سزا دینا تھی تجھ کو تیرے دل میں اتر جانا ضروری ہوگیا تھا ,1
Zalim orten. Inka bus chalen to appne mard ko bech k b shopping.kr len,1.0, ظالم عورتیں . انکا بس چلیں تو اپنے مرد کو بیچ کے بھی شاپنگ . کر لیں ,1
Jis ki patt chukye h WO silwa sakta h,1.0, جس کی پھٹ چکی ہو وہ سلوا سکتا ہے ,1
Ji zarour...,0.0, جی ضرور . . . ,1
Hahahahahaha bilkul sahi,0.0, ہاہاہاہاہا بالکل صحیح ,0
teri betiyaan munh kaala karein,1.0, تیری بیٹیاں منه کالا کریں ,0
Sooooooooonice muhje ap boooooo9oooooohat piyary lagti ho sanam love you,0.0, سونائس مجھے آپ بہت پیاری لگتی ہو صنم لو یو ,1
Lanat h show walo.. lanat lanat,1.0, لعنت ہے شو والو . . لعنت لعنت ,1
inko bhi asa right milna chahye.,0.0, ان کو بھی اسیا رائٹ ملنا چاہیے . ,1
Nah bro lahore hai.,0.0, نہ برو لاہور ہے . ,0
"Qoum muttafiq hui tu kala baagh dam bhi banayen ge, chief justice",0.0, قوم متفق ہوئی تو کالا باغ ڈیم بھی بنائیں گے ، چیف جسٹس ,1
Or or or mujhe aapke mamme chusne hai wtf....,1.0, اور اور اور مجھے آپ کے ممے چُوسنے ہے ڈبلیو ٹی ایف . . . . ,1
suwar ke jaise ... Apne maa as puchega tho use bhi pata nahi hoga...,1.0, سور کے جیسے . . . اپنی ماں سے پوچھے گا تو اسے بھی پتہ نہیں ہو گا . . . ,1
Sirf kaam se kaam rakhna un ka style aur sab se dosti rakhna un ka mizaj hai,0.0, صرف کام سے کام رکھنا ان کا اسٹائل اور سب سے دوستی رکھنا ان کا مزاج ہے ,1
Better safe than sorry k raste pe chalte unhoon ne aik aur schematic bana dala.,0.0, بیٹر سیف دین سوری کے رستے پہ چلتے انہوں نے ایک اور سکیمیٹک بنا ڈالا . ,0
I just hate mathiraaa she deserve trolls more then nida yasir love from Pakistan,1.0, آئی جسٹ ہیٹ ماتھیرا شی ڈیزرو ٹرولز مور دین ندا یاسر لو فروم پاکستان ,1
"* Chahe gadwaal ki ho
ya nainitaal ki ho
chahe punjab ki ho
ya fir bengal ki ho
lovely haseen koi dil se dhoondenge
lovely haseen koi dil se dhoondenge
Not permanent temporary dhoondenere",0.0, * چاہے جادوال کی ہو یا نینیتال کی ہو چاہے پنجاب کی ہو یا ایف آئی آر بنگال کی ہو لولیّ حسین کوئی دل سے ڈھونڈےنگی لولیّ حسین کوئی دل سے ڈھونڈےنگی ناٹ پرمنینٹ ٹیمپریری دھونڈےنیری ,1
sir app kaha rahe te,0.0, سر آپ کہہ رہے تھے ,1
MERE SATH CHALNE WALE TERI JUSTAJO K SADKEBARI SAKHT MANZILE HEN KAHE THAK K ROK NA JAO,0.0, میرے ساتھ چلنے والے تیری جوستجو کے صدقے بڑی سخت منزلیں ہیں کہے تھک کے روک نا جاؤ ,1
plzz anty to thanks bol de meri taraf se,0.0, پلیز آنٹی تو تھینکس بول دے میری طرف سے ,1
Teri ma chodenge address de Dena zada acha see marenge,1.0, تیری ماں چودیںگے ایڈریس دے دینا زیادہ اچھے سے مارینگے ,1
Khwab mein billi dekhne ki kiatabeer hai please yh bhi btaen ?,0.0, خواب میں بلی دیکھنے کی کیاتابییر ہے پلیز یہ بھی بتائیں ؟ ,1
fouji adda se siyah dhowen ke baadal buland hotay aur zor daar aawazian sunai di gayi hain,0.0, فوجی ادا سے سیاہ دھوئیں کے بادل بلند ہوتے اور زور دار آوازیں سنائی دی گئی ہیں ,1
Aalmi bank ki janib se jari kardah report mein bataya gaya hai ke Pakistan aur Bharat ke darmiyan kasheedgi ki wajah se dono mulkon ko salana tijarat ki mad mein 35 arab dollar ka nuqsaan pahonch raha hai .,0.0, عالمی بینک کی جانب سے جاری کردہ رپورٹ میں بتایا گیا ہے کہ پاکستان اور بھارت کے درمیان کشیدگی کی وجہ سے دونوں ملکوں کو سالانہ تجارت کی مد میں 35 ارب ڈالر کا نقصان پہنچ رہا ہے . ,1
Bhai ap aa skhte hen INSHAHALLAH AP ayenge ameen,0.0, بھائی آپ آ سکتے ہیں ان شاء اللہ آپ آئینگے آمین ,0
Fix Ch,0.0, فکس چھ ,1
"Masoom tw nai kher, lekin is waley kaam mei interest naaai",0.0, معصوم تو نہیں خیر ، لیکن اس والے کام میں انٹرسٹ نہیں ,0
Love for pakistan,0.0, لو فور پاکستان ,1
(8) Apne bachon ko khud School wo Madrassa pahonchayein aur wapas le kar aayein,0.0, ( 8 ) اپنے بچوں کو خود اسکول و مدرسے پہنچائیں اور واپس لے کر آئیں ,1
New Delhi : Congress ki kam az kam aamdani zamanat scheme niyae par Wazeer e Azam Modi ke tanz aur mazaq par sakht rad-e-amal zahir karte hue oppostion party neh kaha ke Wazeer e Azam Modi neh mulk ke ghareebon ki muflisi ka mazaq udaya hai jis ke liye inhen maffi maangni chahiye,0.0, نیو دہلی : کانگریس کی کم از کم آمدنی ضمانت اسکیم نیای پر وزیر اعظم مودی کے طنز اور مذاق پر سخت رد عمل ظاہر کرتے ہوئے اپوزیشن پارٹی نے کہا کہ وزیر اعظم مودی نے ملک کے غریبوں کی مفلسی کا مذاق اڑایا ہے جس کے لیے انہیں معافی مانگنی چاہیے ,1
Islam ka koi bhi din ho Shadi karooooooooo,0.0, اسلام کا کوئی بھی دن ہو شادی کرووووو ,1
Dob MRO gandy hkmrano,1.0, ڈوب مرو گندے حکمرانو ,1
Aalmi cupp ki trophy ne 27 augst ko Dubai se apne safar ka aaghaz kya tha jo ke 21 mumalik ke 60 shehron ka safar tay kere gi aur pehli martaba trophy ki rounamai un mumalik mein bhi hogi jo aayi si si ka hissa nahi .,0.0, عالمی کپ کی ٹرافی نے 27 اگست کو دبئی سے اپنے سفر کا آغاز کیا تھا جو کے 21 ممالک کے 60 شہروں کا سفر طے کرے گی اور پہلی مرتبہ ٹرافی کی رونمائی ان ممالک میں بھی ہوگی جو آئی سی سی کا حصہ نہیں . ,1
Ek dm correct ans diya h ab usy he smjh nhi arha tou wo kya kr skty hn or nalaik wo nhi nalaik kaafir hn,1.0, اک دم کریکٹ آنسر دیا ھ اب اسے ہی سمجھ نہیں آرہا تو وہ کیا کر سکتے ہیں اور نالائق وہ نہیں نالائق کافر ہیں ,1
Ye hadith h mene bhi parhi h,0.0, یہ حدیث ہے میں نے بھی پڑھی ہے ,0
"Chankeh school of political rights and research ke sarbarah Sunil Kumar Sinha ne un halaat par izhaar-e-khayaal karte hue kaha ke lok sabha intikhab mein Bihar ki 40 mein se 39 seats par NDA ki badi kamyabi ko sambhaal paana ittehaad ke liye asan kaam nahi hoga, kyunkay markaz mein tanha BJP  hi hukoomat bananay ki muaqqaf mein hai",0.0, چانکیح اسکول آف پولیٹیکل رائٹس اینڈ ریسرچ کے سربراہ سنیل کمار سنہا نے ان حالات پر اظہار خیال کرتے ہوئے کہا کہ لوک سبھا انتخاب میں بہار کی 40 میں سے انتالیس سیٹس پر این ڈی اے کی بڑی کامیابی کو سنبھال پانا اتحاد کے لیے آسان کام نہیں ہوگا ، کیوںکہ مرکز میں تنہا بی جے پی ہی حکومت بنانے کی موقف میں ہے ,1
Lol Kulsum it was just a style..not for the purpose of hijab. (In case anyome gets offended for this being called a HIJAB) :),0.0, لول کلثوم اٹ واز جسٹ اے اسٹائل . . ناٹ فور دی پرپز آف حجاب . ( ان کیس اینی ون گیٹس اوفنڈڈ فار دس بیئنگ کالڈ اے حجاب ) : ) ,1
LANTI MOLVI MAZHAB PE SIYAST KR RAHA HY,1.0, لعنتی مولوی مذہب پہ سیاست کر رہا ہے ,1
Saddar Telangana Rashtriya Samiti o Chief Minister Mr,0.0, صدر تلنگانہ راشتریہ سمیتی و چیف منسٹر مسٹر ,0
University of Manitoba Canada ki Kenya ki khawateen par tajarubaat,0.0, یونیورسٹی آف مانیٹوبا کینیڈا کی کینیا کی خواتین پر تجربات ,0
Price keya hai,0.0, پرائس کیا ہے ,1
Tum log jawano ki body toh clam nahee karte baat kartecho casualty 's ki ,0.0, تم لوگ جوانوں کی باڈی تو کلام نہیں کرتے بات کرتےچو کیژولٹیز کی ,1
"Madhuban men radhika nache re
Sa sa sa ni dha pa ma
Pa dha pa ga ma re sa ni re sa
Sa sa ga ma dha dha ni dha sa",0.0, مدھوبن میں رادھیکا ناچے رے سا سا سا نہیں ڈھا پا ماں پا ڈھا پا گا ماں رے سا نہیں رے سا سا سا گا ماں ڈھا ڈھا نہیں ڈھا سا ,1
Jhuta sala sara jhot,1.0, جھوٹا سالا سارا جھوٹ ,0
Wazer-e-Azam ka maanna hai ke awam samajh gaye hain ke BJP mulk ki taraqqi mein kis terhan madad kar sakti hai,0.0, وزیر اعظم کا ماننا ہے کہ عوام سمجھ گئے ہیں کہ بی جے پی ملک کی ترقی میں کس طرح مدد کر سکتی ہے ,1
Very fuuny,0.0, ویری فنی ,1
"Ab tu dard sehnay ki itni aadat ho gai hen "" Saqi ""Jab dard nahi milta tu dard hota hen",0.0," اب تو درد سہنے کی اتنی عادت ہو گئی ہیں "" ساقی "" جب درد نہیں ملتا تو درد ہوتا ہیں ",1
Yh kya tableegh hy,0.0, یہ کیا تبلیغ ہے ,1
"--MALE--
(Sunta hai mera khuda
Dil-o-jaan se chaahoon tujhko yaara dilruba) - 2
Ke zindagi tere liye, tere liye
Aur tu mere liye dil ki sada hai",0.0, --میل-- ( سنتا ہے میرا خدا دل جان سے چاہوں تجھ کو یارا دلربا ) - 2 کہ زندگی تیرے لیے ، تیرے لیے اور تو میرے لیے دل کی سدا ہے ,1
inhen king Khalid hasptl ko muntaqil kya gaya jahan un ki haalat mustahkam hai,0.0, انہیں کنگ خالد ہاسپٹل کو منتقل کیا گیا جہاں ان کی حالت مستحکم ہے ,0
"Hyderabad ke jin ilaqon mein zair e zamin pani ki satah mein tashweesh-naak giravat aa rahi hai un mein Marredpally, Asif Nagar, Bandalaguda, Humayun Nagar, Nampally, Khairtabad, Masab Tank aur Musheerabad qabil e zikar hain",0.0, حیدرآباد کے جن علاقوں میں زیرِ زمین پانی کی سطح میں تشویشناک گراوٹ آ رہی ہے ان میں مریدپلی ، آصف نگر ، بنڈلا گونڈہ ، ہمایوں نگر ، نامپلی ، خیرت آباد ، مصعب ٹینک اور مشیرآباد قابل ذکر ہیں ,1
Vai triggered poppy ki uper video banao vai,0.0, وائی ٹگڑڈ پوپی کی اوپر ویڈیو بناؤ وائی ,1
love and support from karachi pakistan,0.0, لو اینڈ اسپورٹ فرام کراچی پاکستان ,0
Dekha Tujhe Chaha TujheSocha Tujhe Pooja TujheMeri Wafa Meri KhataTeri Khata Kuch Bhi Nahi,0.0, دیکھا تجھے چاہا تجھے سوچا تجھے پوجا تجھے میری وفا میری خطاتیری خطا کچھ بھی نہیں ,0
"Ye koi bigirat hy jo kh raha hy chup ho gay 


























Hm ko pata hy tum kn log ho kngro",1.0, یہ کوئی بےغیرت ہے جو کہہ رہا ہے چپ ہو گے ہم کو پتہ ہے تم کون لوگ ہو کنجرو ,1
haliya ehtajaji silsilay ke ilawa Iran mein shehrion ki muashi haalat neh Irani nizaam ko kamzor karna shuru kar diya hai ,0.0, حالیہ احتجاجی سلسلے کے علاوہ ایران میں شہریوں کی معاشی حالت نے ایرانی نظام کو کمزور کرنا شروع کر دیا ہے ,1
Awwlaaa asees ma ny pehly audio suni thi alhamra ma ub video b bht achay,0.0, اعلیٰ اسیس میں نے پہلے آڈیو سنی تھی الحمرا میں اب ویڈیو بی بہت اچھے ,1
Huacachina Nakhlistan Urdu History Watch Complete Documentary On Peru Magical Desert Documentary In Hindi Nakhlistan sehra mein mojood aisay maqaam ko kaha jata hai jahan podon ke sath sath pani ka wajood bhi hota hai. Dunya bhar mein latadad intihai purkashish aur khubsurat Nakhlistan mojood hain aur unhi mein se aik Peru ka Huacachina b hai.,0.0, حواکاچینا نخلستان اردو ہسٹری واچ کمپلیٹ ڈاکومنٹری آن پرو میجیکل ڈیزرٹ ڈاکومنٹری ان ہندی نخلستان صحرا میں موجود ایسے مقام کو کہا جاتا ہے جہاں پودوں کے ساتھ ساتھ پانی کا وجود بھی ہوتا ہے . دنیا بھر میں لاتعداد انتہائی پرکشش اور خوبصورت نخلستان موجود ہیں اور انہی میں سے ایک پرو کا حواکاچینا بی ہے . ,1
Sahi,0.0, صحیح ,1
Eendhan ko GST ke tahet khareedna hoga na ke 28% tax laago kiya jaye,0.0, ایندھن کو جست کے تحت خریدنا ہوگا نا کہ 28 % ٹیکس لاگو کیا جائے ,1
Galion per log wa wa kar rahay hain--- Rizwi ko sar per jutay maro,1.0, گالیوں پر لوگ واہ واہ کر رہے ہیں--- رضوی کو سَر پر جوتے مارو ,1
Han ap ka chal skta hai. We have seen you perform Live,0.0, ہاں آپ کا چل سکتا ہے . وی ہیو سین یو پرفارم لائیو ,0
Hukoomat ki is scheme mein daidh crore rupiye tak ka salana kaarobar karne walay sabhi dukandaar aur apna karobar karne walay log shaamil hosakinge,0.0, حکومت کی اس اسکیم میں دیڑھ کروڑ روپے تک کا سالانہ کاروبار کرنے والے سبھی دکاندار اور اپنا کاروبار کرنے والے لوگ شامل ہوسکینگے ,1
Nahin samjhe hai vo humein to kya jaata hai,0.0, نہیں سمجھے ہے وہ ہمیں تو کیا جاتا ہے ,1
Metro hukkaam ney dareen asna din bhar izafi Trains chalayein,0.0, میٹرو حکام نے ڈریں اَثْنا دن بھر اضافی ٹرینز چلائیں ,1
barayemeherbani Like us,0.0, بڑی مہربانی لائک اس ,0
Yun Barsay Aaj Tujh Per Lutf-o-Karam Ki Barish..K Baargah-e-Elahi Se Teri Koi Dua Rad Na Ho..!,0.0, یوں برسے آج تجھ پر لطف کرم کی بارش . . کے بارگاہ الہی سے تیری کوئی دعا رد نا ہو . . ! ,1
Oh my god ye log itneeee jaheeell hn band hojana chaiyee ye shows to pori dunya mazak bana raii hogii,1.0, اوہ مائی گاڈ یہ لوگ اتنے جاہل ہیں بند ہوجانا چائیے یہ شوز تو پوری دنیا مذاق بنا رہی ہوگی ,1
Inhi mein aik naam Ahsan Khan ka bhi hai,0.0, انہی میں ایک نام احسن خان کا بھی ہے ,0
hum Lund se bhi thookenge to tum behandchood jameen see chipk jaoge.,1.0, ہم لنڈ سے بھی ٹھوکیںگے تو تم بہنچود زمین سے چپک جاؤگے . ,1
Udit k samne sonu kumar abhijit ki jagah nhi..lajawab sur aur awaz,0.0, ادت کے سامنے سونو کمار ابھیجیت کی جگہ نہیں . . لاجواب سر اور آواز ,1
"Sab se ahem ahtihyat yeh bhi zurori hai ke Gadiyon mein had se ziyada naqad roqomat nah rakhen aur tijarti aitbaar se bhadi raqam sath rakhna nah Guzir hoto is ki qanooni hesiyat aur musallama dastawizaat sath rakhen, Chunkay intekhabaat ke douran note ke badlay vote ka rujhan paaya jata hai jis ke liye Siyasi Jamaaton ki janib se doulat lootai jati hai",0.0, سب سے اہم احتیاط یہ بھی ضروری ہے کہ گاڑیوں میں حد سے زیادہ نقد رقومت نہ رکھیں اور تجارتی اعتبار سے بھاڑی رقم ساتھ رکھنا نا گزیر ہوتو اس کی قانونی حیثیت اور مسلمہ دستاویزات ساتھ رکھیں ، چونکہ انتخابات کے دوران نوٹ کے بدلے ووٹ کا رجحان پایا جاتا ہے جس کے لیے سیاسی جماعتوں کی جانب سے دولت لٹائی جاتی ہے ,1
Agar Tax dahinda ki majmoyi aamdani 5 lakhs rupay se kam ho to fees ki raqam aik hazaar rupay se zayed nahi hogi,0.0, اگر ٹیکس دھندہ کی مجموعی آمْدَنی 5 لاکھ روپے سے کم ہو تو فیس کی رقم ایک ہزار روپے سےضائد نہیں ہوگی ,1
"--MALE--
Madhosh banaaye, mera hosh udaaye
Mera dard badhaaye, nas nas mein samaaye",0.0, --میل-- مدہوش بنائے ، میرا ہوش اڑائے میرا درد بڑھائے ، نس نس میں سمائے ,1
Mirzay apnnay be kartoot bata,1.0, مرزے اپنے بھی کرتوت بتا ,1
ehatasab Adalat ke judge Mohammad Basheer ne Nawaz shareef ki janib se un ki wapsi taq faisla moakhar karne ki darkhwast mustard kar di aur apna faisla suna diya,0.0, احتساب عدالت کے جج محمد بشیر نے نواز شریف کی جانب سے ان کی واپسی تک فیصلہ مؤخر کرنے کی درخواست مسترد کر دی اور اپنا فیصلہ سنا دیا ,1
Kia hogya Hy police kO pagal pagal police m Bharte Horhy hen Jahil log allah asy lOgo kabhi na bakhshy,1.0, کیا ہو گیا ہے پولیس کو پاگل پاگل پولیس میں بھرتی ہورہے ہیں جاہل لوگ اللہ ایسے لوگوں کبھی نا بخشے ,1
Meray case main srf song different tha,0.0, میرے کیس میں صرف سانگ ڈفرنٹ تھا ,1
KHAWAB KHODY TO TERI YAD K KHANDER NIKLY..KHUD ME DOBY TO TERI ZAT K ANDER NIKLY..BEWAJA NA THI BEJAN BATON KI CHAHAT..DIL JO TOTA TO TERY PIYAR K MANDER NIKLY..HUM TO SAMJHTE THY K HON GY YE DO CHAR ANSU..RONY BETHY TO SAMANDER K SAMANDER NIKLY..,0.0, خواب کھودے تو تیری یاد کے کھنڈر نکلے . . خود میں ڈوبے تو تیری ذات کے اندر نکلے . . بے وجہ نہ تھی بےجان باتوں کی چاہت . . دل جو ٹوٹا تو تیرے پیار کے مندر نکلے . . ہم تو سمجھتے تھے کہ ہوں گے یہ دو چار آنسو . . رونے بیٹھے تو سمندر کے سمندر نکلے . . ,1
Jina saha ch sajna tu vasda aedas kiven rokan ohna saha numukki nai udeek tere aan dekive takkno hat ja rahan nurokan bathere par nahi rukdehanju hauke hawawan nupata nahi kihdi chandri nazar laggimere sohne sajjre chawan nurab kare kiyamat howe te tu awe,0.0, جنا سہا چھ سجنا تو وسدا اے دس کیویں روکاں اوہنا سہا نمکی نہیں اڈیک تیرے آن دکھوے تکنو ہٹ جا رہن نروکاں بتھیرے پر نہیں رکدے ہنجو حوکے ہواواں نو پتا نہیں کیدی چاندری نظر لگی میرے سوہنے سجرے چاواں نو رب کرے قیامت ہوئے ے تو ایو ,1
Meri pehli mohbat farida,0.0, میری پہلی محبت فریدہ ,0
Sarm kar re sudhir chaudhri sale,1.0, شرم کر رے سدھیر چودھری سالے ,1
Haram shareef ki teesri towsee ka kaam ramadaan mein kiya ja raha hai taakay ziyada se ziyada bandagaan towheed ko yahan ibadaat ka mauqa mil sakay,0.0, حرم شریف کی تیسری توسیع کا کام رمضان میں کیا جا رہا ہے تاکہ زیادہ سے زیادہ بندگان توحید کو یہاں عبادت کا موقع مل سکے ,1
ALLAH har insan ko naik kam.karne ki tufeeq da (ameen),0.0, اللہ ہر انسان کو نیک کم . کرنے کی توفیق دا ( آمین ) ,1
MERY HAMSAFAR KA YEH HUKAM THAK MAIN KALAAM US SY KAM KAROONMERY HOUNT AISAY SILAY K PHIRMERI CHUPP NY US KO RULA DIA,0.0, میرے ہمسفر کا یہ حکم تھک میں کلام اس سے کم کرونمیری ہونٹ ایسے سلے کے پھیرمیری چھپ نے اس کو رلا دیا ,1
yeh dawa hamza HIV ke life cycle ko ibtidayi marhala mein virus aur maizban khalion ke khilaaf ke phelao ko rokti hai,0.0, یہ دوا حمزہ ایچ آئی وی کے لائف سائیکل کو ابتدائی مرحلہ میں وائرس اور میزبان خلیوں کے خلاف کے پھیلاؤ کو روکتی ہے ,1
Yazeed per lanat or yazeed se muhabat karne wale lanat,1.0, یزید پر لعنت اور یزید سے محبت کرنے والے لعنت ,1
 is muahiday ke tehat dono universition ke darmiyan tahaqeeq ke shobay mein aindah 5 saal ke liye mushtarqa taawun aur koshish ki jaegi,0.0, اس معاہدے کے تحت دونوں یونیورسٹیوں کے درمیان تحقیق کے شعبے میں آئندہ 5 سال کے لیے مشترکہ تعاون اور کوشش کی جائیگی ,1
thori sharam baqi hia tuo zehr kha lo plz,1.0, تھوڑی شرم باقی ہے تو زہر کھا لو پلیز ,1
hmm...,0.0, ہم ,1
Boy InoXant Tera wala scene raat ka u knw,0.0, بوائے انوسینٹ تیرے والا سین رات کا یو نو ,1
akhri-to-suntay-yr-aur-aur-aur-wali-ka,0.0, آخری-تو-سنتے-یار-اور-اور-اور-والی-کا ,1
Assalam-u-alaikum,0.0, السلام علیکم ,0
LAZZAT- E -GUNAH KI KHATIR JIS NE HARR DI THE 'JANAAT''MARI RAGGON MAIN BHE TOU USSI ADAM KA KHOON HAY,0.0, لذتِ گناہ کی خاطر جس نے ہار دی تھی ’ جنت ’ ’ میری رگوں میں بھی تو اسی آدم کا خون ہے ,1
Facebook walay scene q nai dalay? Bus 1 e :(,0.0, فیس بک والے سین کیوں نہیں ڈالے ؟ بس 1 : ( ,1
